-15;-345;-5;0.21
-5;-345;-5;0.21
5;-345;-5;0.21
15;-345;-5;0.3
35;-345;-5;0.33
45;-345;-5;0.27
55;-345;-5;0.21
65;-345;-5;0.21
75;-345;-5;0.21
85;-345;-5;0.24
105;-345;-5;0.27
115;-345;-5;0.36
125;-345;-5;0.27
135;-345;-5;0.15
145;-345;-5;0.27
155;-345;-5;0.18
175;-345;-5;0.3
185;-345;-5;0.33
195;-345;-5;0.21
205;-345;-5;0.21
215;-345;-5;0.21
225;-345;-5;0.27
235;-345;-5;0.24
245;-345;-5;0.3
255;-345;-5;0.27
265;-345;-5;0.09
275;-345;-5;0.18
285;-345;-5;0.27
305;-345;-5;0.27
315;-345;-5;0.27
325;-345;-5;0.18
335;-345;-5;0.21
345;-345;-5;0.24
355;-345;-5;0.27
365;-345;-5;0.33
375;-345;-5;0.24
385;-345;-5;0.18
395;-345;-5;0.18
-395;-335;-5;0.18
-385;-335;-5;0.3
-375;-335;-5;0.15
-365;-335;-5;0.18
-355;-335;-5;0.24
-345;-335;-5;0.09
-335;-335;-5;0.33
-325;-335;-5;0.12
-315;-335;-5;0.18
-305;-335;-5;0.27
-295;-335;-5;0.15
-285;-335;-5;0.36
-275;-335;-5;0.09
-265;-335;-5;0.36
-255;-335;-5;0.15
-245;-335;-5;0.09
-235;-335;-5;0.27
-225;-335;-5;0.3
-215;-335;-5;0.15
-205;-335;-5;0.27
-195;-335;-5;0.18
-185;-335;-5;0.18
-175;-335;-5;0.15
-155;-335;-5;0.27
-145;-335;-5;0.15
-135;-335;-5;0.27
-125;-335;-5;0.33
-115;-335;-5;0.18
-105;-335;-5;0.24
-95;-335;-5;0.15
-75;-335;-5;0.18
-65;-335;-5;0.12
-55;-335;-5;0.21
-45;-335;-5;0.27
-25;-335;-5;0.18
-15;-335;-5;0.21
-5;-335;-5;0.15
5;-335;-5;0.18
15;-335;-5;0.15
25;-335;-5;0.3
35;-335;-5;0.21
45;-335;-5;0.15
75;-335;-5;0.12
85;-335;-5;0.18
105;-335;-5;0.15
115;-335;-5;0.15
125;-335;-5;0.3
145;-335;-5;0.24
155;-335;-5;0.27
165;-335;-5;0.18
185;-335;-5;0.27
195;-335;-5;0.12
205;-335;-5;0.27
225;-335;-5;0.21
235;-335;-5;0.24
255;-335;-5;0.21
265;-335;-5;0.24
275;-335;-5;0.15
285;-335;-5;0.18
295;-335;-5;0.24
305;-335;-5;0.24
315;-335;-5;0.18
325;-335;-5;0.09
335;-335;-5;0.18
345;-335;-5;0.12
355;-335;-5;0.21
365;-335;-5;0.24
375;-335;-5;0.24
385;-335;-5;0.27
-385;-325;-5;0.27
-375;-325;-5;0.33
-365;-325;-5;0.21
-355;-325;-5;0.24
-345;-325;-5;0.27
-335;-325;-5;0.21
-325;-325;-5;0.21
-305;-325;-5;0.12
-295;-325;-5;0.15
-285;-325;-5;0.21
-275;-325;-5;0.24
-265;-325;-5;0.24
-255;-325;-5;0.24
-235;-325;-5;0.21
-225;-325;-5;0.09
-215;-325;-5;0.21
-205;-325;-5;0.33
-195;-325;-5;0.15
-185;-325;-5;0.18
-175;-325;-5;0.36
-165;-325;-5;0.24
-155;-325;-5;0.12
-145;-325;-5;0.33
-135;-325;-5;0.18
-125;-325;-5;0.12
-115;-325;-5;0.3
-95;-325;-5;0.21
-85;-325;-5;0.18
-75;-325;-5;0.18
-55;-325;-5;0.21
-45;-325;-5;0.24
-35;-325;-5;0.18
-25;-325;-5;0.24
-15;-325;-5;0.21
-5;-325;-5;0.33
5;-325;-5;0.15
15;-325;-5;0.24
25;-325;-5;0.36
35;-325;-5;0.33
55;-325;-5;0.15
65;-325;-5;0.42
75;-325;-5;0.24
85;-325;-5;0.21
95;-325;-5;0.24
115;-325;-5;0.33
125;-325;-5;0.18
145;-325;-5;0.3
155;-325;-5;0.15
165;-325;-5;0.21
175;-325;-5;0.36
185;-325;-5;0.21
195;-325;-5;0.21
215;-325;-5;0.24
225;-325;-5;0.42
235;-325;-5;0.24
255;-325;-5;0.21
265;-325;-5;0.18
275;-325;-5;0.24
285;-325;-5;0.21
295;-325;-5;0.27
305;-325;-5;0.33
315;-325;-5;0.21
325;-325;-5;0.21
345;-325;-5;0.27
355;-325;-5;0.36
365;-325;-5;0.09
375;-325;-5;0.3
385;-325;-5;0.21
395;-325;-5;0.06
-395;-315;-5;0.18
-385;-315;-5;0.3
-375;-315;-5;0.24
-365;-315;-5;0.21
-355;-315;-5;0.15
-345;-315;-5;0.15
-335;-315;-5;0.21
-325;-315;-5;0.15
-315;-315;-5;0.15
-305;-315;-5;0.21
-295;-315;-5;0.36
-285;-315;-5;0.12
-275;-315;-5;0.21
-265;-315;-5;0.27
-255;-315;-5;0.3
-245;-315;-5;0.18
-235;-315;-5;0.21
-225;-315;-5;0.36
-215;-315;-5;0.18
-205;-315;-5;0.33
-195;-315;-5;0.36
-185;-315;-5;0.15
-175;-315;-5;0.21
-165;-315;-5;0.33
-155;-315;-5;0.15
-135;-315;-5;0.27
-125;-315;-5;0.27
-115;-315;-5;0.27
-105;-315;-5;0.18
-95;-315;-5;0.39
-85;-315;-5;0.36
-75;-315;-5;0.12
-65;-315;-5;0.3
-55;-315;-5;0.21
-45;-315;-5;0.27
-35;-315;-5;0.27
-25;-315;-5;0.09
-15;-315;-5;0.24
-5;-315;-5;0.18
5;-315;-5;0.27
15;-315;-5;0.27
25;-315;-5;0.18
35;-315;-5;0.24
45;-315;-5;0.3
55;-315;-5;0.33
65;-315;-5;0.18
75;-315;-5;0.24
85;-315;-5;0.33
95;-315;-5;0.21
105;-315;-5;0.18
115;-315;-5;0.24
125;-315;-5;0.21
135;-315;-5;0.24
145;-315;-5;0.33
155;-315;-5;0.15
165;-315;-5;0.12
175;-315;-5;0.3
185;-315;-5;0.24
195;-315;-5;0.39
205;-315;-5;0.03
215;-315;-5;0.27
225;-315;-5;0.3
235;-315;-5;0.18
245;-315;-5;0.18
255;-315;-5;0.33
265;-315;-5;0.33
275;-315;-5;0.3
285;-315;-5;0.24
295;-315;-5;0.24
305;-315;-5;0.18
315;-315;-5;0.18
335;-315;-5;0.27
345;-315;-5;0.3
355;-315;-5;0.27
365;-315;-5;0.27
385;-315;-5;0.15
395;-315;-5;0.24
-395;-305;-5;0.09
-385;-305;-5;0.39
-375;-305;-5;0.03
-365;-305;-5;0.24
-355;-305;-5;0.27
-345;-305;-5;0.15
-335;-305;-5;0.12
-325;-305;-5;0.3
-315;-305;-5;0.15
-305;-305;-5;0.21
-295;-305;-5;0.15
-275;-305;-5;0.24
-265;-305;-5;0.21
-255;-305;-5;0.33
-245;-305;-5;0.12
-235;-305;-5;0.18
-225;-305;-5;0.27
-205;-305;-5;0.3
-195;-305;-5;0.21
-185;-305;-5;0.24
-175;-305;-5;0.33
-165;-305;-5;0.12
-155;-305;-5;0.12
-145;-305;-5;0.21
-135;-305;-5;0.21
-125;-305;-5;0.3
-115;-305;-5;0.18
-105;-305;-5;0.21
-95;-305;-5;0.15
-75;-305;-5;0.39
-65;-305;-5;0.27
-55;-305;-5;0.18
-45;-305;-5;0.42
-35;-305;-5;0.15
-25;-305;-5;0.18
-15;-305;-5;0.21
-5;-305;-5;0.12
5;-305;-5;0.15
25;-305;-5;0.24
35;-305;-5;0.3
45;-305;-5;0.12
55;-305;-5;0.3
65;-305;-5;0.15
85;-305;-5;0.27
95;-305;-5;0.09
105;-305;-5;0.21
115;-305;-5;0.21
125;-305;-5;0.18
135;-305;-5;0.18
145;-305;-5;0.18
155;-305;-5;0.21
165;-305;-5;0.27
185;-305;-5;0.33
195;-305;-5;0.21
205;-305;-5;0.21
215;-305;-5;0.12
225;-305;-5;0.24
235;-305;-5;0.3
245;-305;-5;0.21
255;-305;-5;0.06
265;-305;-5;0.21
275;-305;-5;0.24
285;-305;-5;0.18
295;-305;-5;0.18
305;-305;-5;0.18
315;-305;-5;0.24
325;-305;-5;0.21
335;-305;-5;0.36
355;-305;-5;0.15
375;-305;-5;0.18
385;-305;-5;0.24
395;-305;-5;0.09
-395;-295;-5;0.18
-385;-295;-5;0.27
-365;-295;-5;0.12
-355;-295;-5;0.09
-345;-295;-5;0.21
-335;-295;-5;0.15
-315;-295;-5;0.21
-305;-295;-5;0.18
-295;-295;-5;0.18
-285;-295;-5;0.27
-275;-295;-5;0.24
-265;-295;-5;0.12
-255;-295;-5;0.15
-245;-295;-5;0.24
-235;-295;-5;0.33
-225;-295;-5;0.21
-215;-295;-5;0.15
-205;-295;-5;0.27
-195;-295;-5;0.27
-185;-295;-5;0.18
-175;-295;-5;0.21
-165;-295;-5;0.39
-155;-295;-5;0.15
-145;-295;-5;0.33
-135;-295;-5;0.15
-125;-295;-5;0.27
-115;-295;-5;0.24
-105;-295;-5;0.42
-95;-295;-5;0.24
-85;-295;-5;0.21
-75;-295;-5;0.24
-65;-295;-5;0.12
-55;-295;-5;0.24
-45;-295;-5;0.18
-25;-295;-5;0.15
-15;-295;-5;0.21
-5;-295;-5;0.24
5;-295;-5;0.3
15;-295;-5;0.18
25;-295;-5;0.27
35;-295;-5;0.33
45;-295;-5;0.24
55;-295;-5;0.09
65;-295;-5;0.3
75;-295;-5;0.39
85;-295;-5;0.15
95;-295;-5;0.18
105;-295;-5;0.18
115;-295;-5;0.33
125;-295;-5;0.27
145;-295;-5;0.24
155;-295;-5;0.15
165;-295;-5;0.24
175;-295;-5;0.24
185;-295;-5;0.18
195;-295;-5;0.21
205;-295;-5;0.21
215;-295;-5;0.24
225;-295;-5;0.21
245;-295;-5;0.24
255;-295;-5;0.36
265;-295;-5;0.12
275;-295;-5;0.24
285;-295;-5;0.3
295;-295;-5;0.24
305;-295;-5;0.24
315;-295;-5;0.33
325;-295;-5;0.42
335;-295;-5;0.18
345;-295;-5;0.27
355;-295;-5;0.21
365;-295;-5;0.09
385;-295;-5;0.33
395;-295;-5;0.06
-395;-285;-5;0.15
-385;-285;-5;0.21
-375;-285;-5;0.24
-365;-285;-5;0.3
-355;-285;-5;0.15
-345;-285;-5;0.18
-335;-285;-5;0.15
-325;-285;-5;0.3
-305;-285;-5;0.27
-295;-285;-5;0.3
-285;-285;-5;0.3
-275;-285;-5;0.15
-265;-285;-5;0.33
-255;-285;-5;0.27
-245;-285;-5;0.24
-235;-285;-5;0.24
-225;-285;-5;0.27
-215;-285;-5;0.36
-205;-285;-5;0.24
-195;-285;-5;0.36
-185;-285;-5;0.21
-175;-285;-5;0.24
-155;-285;-5;0.18
-145;-285;-5;0.3
-135;-285;-5;0.18
-125;-285;-5;0.27
-115;-285;-5;0.24
-105;-285;-5;0.21
-85;-285;-5;0.36
-75;-285;-5;0.27
-65;-285;-5;0.27
-55;-285;-5;0.27
-45;-285;-5;0.18
-35;-285;-5;0.27
-25;-285;-5;0.18
-15;-285;-5;0.36
-5;-285;-5;0.27
5;-285;-5;0.18
15;-285;-5;0.24
35;-285;-5;0.21
45;-285;-5;0.18
55;-285;-5;0.3
65;-285;-5;0.24
75;-285;-5;0.18
85;-285;-5;0.15
95;-285;-5;0.33
105;-285;-5;0.12
115;-285;-5;0.39
125;-285;-5;0.27
135;-285;-5;0.12
145;-285;-5;0.36
155;-285;-5;0.24
165;-285;-5;0.3
175;-285;-5;0.27
185;-285;-5;0.09
195;-285;-5;0.21
205;-285;-5;0.12
215;-285;-5;0.3
235;-285;-5;0.12
245;-285;-5;0.18
255;-285;-5;0.24
265;-285;-5;0.42
275;-285;-5;0.24
285;-285;-5;0.18
295;-285;-5;0.27
305;-285;-5;0.18
315;-285;-5;0.18
325;-285;-5;0.24
335;-285;-5;0.21
345;-285;-5;0.21
355;-285;-5;0.24
365;-285;-5;0.18
375;-285;-5;0.24
395;-285;-5;0.21
-395;-275;-5;0.09
-385;-275;-5;0.27
-375;-275;-5;0.21
-365;-275;-5;0.12
-355;-275;-5;0.33
-345;-275;-5;0.09
-335;-275;-5;0.24
-325;-275;-5;0.12
-315;-275;-5;0.12
-305;-275;-5;0.27
-295;-275;-5;0.18
-285;-275;-5;0.36
-275;-275;-5;0.24
-265;-275;-5;0.12
-255;-275;-5;0.09
-245;-275;-5;0.39
-225;-275;-5;0.33
-215;-275;-5;0.09
-205;-275;-5;0.3
-195;-275;-5;0.18
-185;-275;-5;0.3
-175;-275;-5;0.33
-165;-275;-5;0.21
-145;-275;-5;0.27
-125;-275;-5;0.27
-115;-275;-5;0.27
-105;-275;-5;0.21
-95;-275;-5;0.27
-85;-275;-5;0.15
-75;-275;-5;0.27
-65;-275;-5;0.24
-55;-275;-5;0.09
-45;-275;-5;0.06
-35;-275;-5;0.15
-25;-275;-5;0.18
-15;-275;-5;0.24
-5;-275;-5;0.15
5;-275;-5;0.3
25;-275;-5;0.24
35;-275;-5;0.27
45;-275;-5;0.12
55;-275;-5;0.18
65;-275;-5;0.3
75;-275;-5;0.24
85;-275;-5;0.33
95;-275;-5;0.18
105;-275;-5;0.33
115;-275;-5;0.18
125;-275;-5;0.15
135;-275;-5;0.21
145;-275;-5;0.21
155;-275;-5;0.21
165;-275;-5;0.33
175;-275;-5;0.18
185;-275;-5;0.24
195;-275;-5;0.21
205;-275;-5;0.24
215;-275;-5;0.15
225;-275;-5;0.12
235;-275;-5;0.18
245;-275;-5;0.3
255;-275;-5;0.21
265;-275;-5;0.24
275;-275;-5;0.12
285;-275;-5;0.27
295;-275;-5;0.09
305;-275;-5;0.21
315;-275;-5;0.33
325;-275;-5;0.21
335;-275;-5;0.21
345;-275;-5;0.15
355;-275;-5;0.21
365;-275;-5;0.15
375;-275;-5;0.24
385;-275;-5;0.27
395;-275;-5;0.06
-395;-265;-5;0.18
-385;-265;-5;0.18
-375;-265;-5;0.24
-365;-265;-5;0.27
-355;-265;-5;0.12
-345;-265;-5;0.24
-335;-265;-5;0.3
-325;-265;-5;0.15
-315;-265;-5;0.3
-305;-265;-5;0.27
-295;-265;-5;0.18
-285;-265;-5;0.21
-275;-265;-5;0.18
-265;-265;-5;0.24
-255;-265;-5;0.24
-245;-265;-5;0.18
-235;-265;-5;0.3
-225;-265;-5;0.12
-215;-265;-5;0.12
-195;-265;-5;0.27
-175;-265;-5;0.3
-165;-265;-5;0.15
-155;-265;-5;0.27
-145;-265;-5;0.24
-135;-265;-5;0.15
-125;-265;-5;0.27
-115;-265;-5;0.15
-105;-265;-5;0.24
-95;-265;-5;0.24
-85;-265;-5;0.3
-75;-265;-5;0.21
-65;-265;-5;0.3
-55;-265;-5;0.24
-45;-265;-5;0.18
-35;-265;-5;0.21
-15;-265;-5;0.27
-5;-265;-5;0.39
5;-265;-5;0.18
15;-265;-5;0.3
25;-265;-5;0.21
35;-265;-5;0.15
45;-265;-5;0.42
65;-265;-5;0.18
85;-265;-5;0.3
95;-265;-5;0.33
105;-265;-5;0.18
115;-265;-5;0.27
125;-265;-5;0.24
135;-265;-5;0.24
145;-265;-5;0.27
155;-265;-5;0.36
175;-265;-5;0.21
185;-265;-5;0.21
195;-265;-5;0.24
205;-265;-5;0.18
215;-265;-5;0.24
225;-265;-5;0.36
235;-265;-5;0.15
245;-265;-5;0.3
255;-265;-5;0.15
275;-265;-5;0.18
285;-265;-5;0.3
295;-265;-5;0.18
315;-265;-5;0.18
325;-265;-5;0.21
335;-265;-5;0.33
345;-265;-5;0.06
355;-265;-5;0.33
395;-265;-5;0.21
-395;-255;-5;0.21
-375;-255;-5;0.21
-355;-255;-5;0.18
-345;-255;-5;0.15
-325;-255;-5;0.36
-315;-255;-5;0.21
-305;-255;-5;0.15
-285;-255;-5;0.3
-275;-255;-5;0.21
-265;-255;-5;0.21
-255;-255;-5;0.21
-245;-255;-5;0.27
-235;-255;-5;0.24
-225;-255;-5;0.24
-215;-255;-5;0.24
-205;-255;-5;0.18
-195;-255;-5;0.3
-175;-255;-5;0.15
-165;-255;-5;0.27
-155;-255;-5;0.24
-145;-255;-5;0.24
-135;-255;-5;0.21
-125;-255;-5;0.18
-115;-255;-5;0.27
-105;-255;-5;0.3
-95;-255;-5;0.21
-85;-255;-5;0.3
-75;-255;-5;0.18
-55;-255;-5;0.27
-45;-255;-5;0.3
-35;-255;-5;0.21
-25;-255;-5;0.18
-15;-255;-5;0.24
-5;-255;-5;0.36
5;-255;-5;0.15
15;-255;-5;0.24
25;-255;-5;0.15
45;-255;-5;0.24
55;-255;-5;0.24
65;-255;-5;0.24
75;-255;-5;0.15
85;-255;-5;0.15
95;-255;-5;0.21
105;-255;-5;0.18
115;-255;-5;0.33
135;-255;-5;0.3
145;-255;-5;0.27
155;-255;-5;0.12
165;-255;-5;0.15
175;-255;-5;0.3
185;-255;-5;0.09
195;-255;-5;0.3
205;-255;-5;0.21
215;-255;-5;0.18
225;-255;-5;0.21
235;-255;-5;0.36
245;-255;-5;0.12
255;-255;-5;0.33
275;-255;-5;0.24
285;-255;-5;0.21
295;-255;-5;0.15
305;-255;-5;0.3
315;-255;-5;0.18
325;-255;-5;0.36
335;-255;-5;0.27
345;-255;-5;0.24
355;-255;-5;0.15
365;-255;-5;0.21
385;-255;-5;0.36
395;-255;-5;0.09
-395;-245;-5;0.12
-385;-245;-5;0.21
-365;-245;-5;0.06
-355;-245;-5;0.18
-345;-245;-5;0.24
-335;-245;-5;0.21
-325;-245;-5;0.3
-315;-245;-5;0.3
-305;-245;-5;0.24
-295;-245;-5;0.06
-285;-245;-5;0.18
-275;-245;-5;0.18
-265;-245;-5;0.21
-255;-245;-5;0.09
-245;-245;-5;0.27
-235;-245;-5;0.15
-225;-245;-5;0.18
-205;-245;-5;0.15
-195;-245;-5;0.27
-185;-245;-5;0.12
-175;-245;-5;0.24
-165;-245;-5;0.21
-155;-245;-5;0.12
-145;-245;-5;0.21
-135;-245;-5;0.18
-125;-245;-5;0.12
-115;-245;-5;0.24
-105;-245;-5;0.06
-95;-245;-5;0.3
-85;-245;-5;0.06
-75;-245;-5;0.24
-65;-245;-5;0.24
-55;-245;-5;0.18
-45;-245;-5;0.24
-35;-245;-5;0.24
-25;-245;-5;0.21
-15;-245;-5;0.21
-5;-245;-5;0.3
5;-245;-5;0.15
15;-245;-5;0.21
25;-245;-5;0.15
35;-245;-5;0.3
45;-245;-5;0.15
55;-245;-5;0.21
65;-245;-5;0.27
75;-245;-5;0.24
85;-245;-5;0.21
105;-245;-5;0.24
115;-245;-5;0.24
125;-245;-5;0.15
135;-245;-5;0.24
145;-245;-5;0.39
155;-245;-5;0.21
165;-245;-5;0.24
175;-245;-5;0.21
195;-245;-5;0.15
205;-245;-5;0.18
225;-245;-5;0.24
235;-245;-5;0.12
245;-245;-5;0.3
255;-245;-5;0.18
265;-245;-5;0.21
275;-245;-5;0.24
285;-245;-5;0.3
295;-245;-5;0.18
305;-245;-5;0.09
315;-245;-5;0.24
325;-245;-5;0.24
345;-245;-5;0.27
355;-245;-5;0.24
